uri	artists	track_title	release_date	release_date_precision	genre	record_label
spotify:track:2SetYZYntcZBRG4PnKYej8	EarthLife	India	2019-04-12	day	Melodic House & Techno	Steyoyoke
spotify:track:4F8OK7mNa51mKqgHqWQiYm	Eats Everything, Charlotte de Witte	Space Raiders (Charlotte de Witte Remix)	2019-02-04	day	Techno (Peak Time / Driving)	Kneaded Pains
spotify:track:1acgZ5D7EHnBxZYB34HyXv	Ed Ed, Chasing Kurt	Naked Walls	2021-01-29	day	Melodic House & Techno	Get Physical Music
spotify:track:5nBxSUHByokFink81qOwbx	Edd	Mama Used to Say	2022-01-21	day	Tech House	Three Six Zero Recordings
spotify:track:7tEgXYCi32cOG6s9Fut8T2	Ed:it, Pola & Bryson	The Ticket	2019-11-05	day	Drum & Bass	Shogun Audio
spotify:track:3xmdxrY0uRkYeUGEf0Ffvp	EDX	Vommuli (Extended Mix)	2021-09-03	day	Progressive House	PinkStar Records
spotify:track:61GJd2tlSaK5xBoSjV6phV	Eekkoo, Matt Lange	Hell Is Other People (Matt Lange Remix)	2016-08-12	day	Techno (Peak Time / Driving)	mau5trap
spotify:track:5NStaQcRZH4vk1I88EAnXE	Eelke Kleijn	De Orde Van De Nacht (Extended Mix)	2017-09-28	day	Progressive House	DAYS like NIGHTS
spotify:track:5KFTHhhZ2NsBARcVTSITIy	Eelke Kleijn	Midnight Affair (Samaha Slow Extended Edit)	2021-04-16	day	Organic House / Downtempo	DAYS like NIGHTS
spotify:track:0q4jvSCvU5fVkq1X5Fhcri	Eelke Kleijn	Transmission	2022-02-25	day	Melodic House & Techno	DAYS like NIGHTS
spotify:track:1jwLAsZTrJHMALCmsFsiBC	Eelke Kleijn, Diana Miro	You	2020-09-25	day	Electronica	DAYS like NIGHTS
spotify:track:6ziqWx82jgkQYhyIALoraH	Eelke Kleijn, Joris Voorn	Transmission (Joris Voorn Remix)	2022-10-28	day	Melodic House & Techno	DAYS like NIGHTS
spotify:track:1JfvOfCTZdUxx6M9ZEo3D4	Eelke Kleijn, Ost, Nora En Pure	Lost Souls (Nora En Pure Extended Remix)	2019-09-12	day	Melodic House & Techno	DAYS like NIGHTS
spotify:track:2Unpz8iaMFs7Vze7oCTre7	Egbert	Strak	2010-10-25	day	Techno (Peak Time / Driving)	Cocoon Recordings
spotify:track:0XFCi1IecC9XgYyzCPVTvM	Einmusik	Flare	2019-04-12	day	Melodic House & Techno	Einmusika Recordings
spotify:track:34ZLVo5BSTwvUs2INNmwnZ	Einmusik	Ignition	2020-05-22	day	Melodic House & Techno	Einmusika Recordings
spotify:track:0qP8mXLkAkwNdQOPSXyJiu	Einmusik, Lexer, Jyll	Leave You (Extended Mix)	2021-04-30	day	Progressive House	Einmusika Recordings
spotify:track:5AcCFMfAjIxq07cibmttEo	Einmusik, Lexer, Jyll	Leave You	2021-04-30	day	Progressive House	Einmusika Recordings
spotify:track:2hfT3hbuX3BmL9p8bp5MHv	ELAX	Reaktor	2018-08-10	day	Tech House	Diynamic
spotify:track:25sUeYEurx1aCJGqzrxmjV	Elderbrook, Joris Voorn	Numb (Joris Voorn Remix)	2020-04-24	day	Melodic House & Techno	Parlophone UK
spotify:track:3qCCGLWXlQJ3Ns3Yk8nti4	Electrocado	Post Beta	2019-04-30	day	Techno (Peak Time / Driving)	mau5trap
spotify:track:5vR9J2OdCU47aCaGvjVeBm	Eli Brown	Desire (Extended Mix)	2020-04-17	day	Tech House	Armada Subjekt
spotify:track:1i6VebT0XaAbLl0TP5FLGp	Eli Nissan	Snow Tiger	2022-07-01	day	Organic House / Downtempo	Lost & Found
spotify:track:75er1UwJCJ0RJm7NT3rzgQ	Elif (TR), Sanoi	Bamboo Forest	2020-07-24	day	Organic House / Downtempo	A Tribe Called Kotori
spotify:track:3JbzCex8HkQSkgwXq0i6NC	Elkins, Jaqobson, Hot Since 82	Alba (Hot Since 82 Remix)	2021-08-27	day	Melodic House & Techno	RADIANT.
spotify:track:6UX4Asr5w2q3RVwYTF0wC1	Ellis Moss	The Shake (Extended Mix)	2021-01-29	day	Tech House	Toolroom Trax
spotify:track:0YTTUN0d98V22IV32qyOu5	Emanuele Millozzi, Luke Di Lullo, T78	Let It Go (T78 Remix)	2019-05-22	day	Techno (Peak Time / Driving)	Silent Storm
spotify:track:6fhjDnmInGUzCmYnlibyDc	Emily Nash, KC Lights	Garden (KC Lights Remix)	2022-04-22	day	Dance / Electro Pop	Ministry of Sound Recordings
spotify:track:60I0dA7p4sWt2Ha4X6ZmZs	Enamour, Warung	Forget Your Name	2021-08-06	day	Melodic House & Techno	When We Dip XYZ
spotify:track:28pqBBy06tNmVwpZeVbHxr	Enea DJ	Marisol (Radio Version)	2016-02-10	day	Deep House	Lounge Bazar
spotify:track:2AwlITYKUfIoULESnvZfDH	Energy 52, Paul van Dyk	Café del Mar (Paul van Dyk’s SHINE Remix Edit)	2021-07-23	day	Trance (Main Floor)	Superstition Records
spotify:track:2dNV2shlBxdreUvllC0t8c	Energy 52, Paul van Dyk	Café del Mar (Paul van Dyk’s XOXO Remix)	2021-07-23	day	Trance (Main Floor)	Superstition Records
spotify:track:2fdSiH39yFhWfDaVDvBt5r	Energy 52, Tale Of Us	Café Del Mar (Tale Of Us Renaissance Remix)	2005-07-28	day	Melodic House & Techno	Push Communications
spotify:track:32nw9Qc5rYjsPWGLy14Yh5	Enrico Sangiuliano	Astral Projection	2017-07-31	day	Techno (Peak Time / Driving)	Drumcode
spotify:track:1YDzIFUD4zZwejyM8rHqt8	Enrico Sangiuliano	Blooming Era	2017-07-31	day	Techno (Peak Time / Driving)	Drumcode
spotify:track:1I9BJwnpq5qTmgE3U2uO3J	Enrico Sangiuliano	Cosmic Ratio	2018-06-01	day	Melodic House & Techno	Drumcode
spotify:track:17oIHgjaQnRDQY0hhqmY3V	Enrico Sangiuliano	Ghettoblaster	2016-09-05	day	Techno (Peak Time / Driving)	Drumcode
spotify:track:79UzFFBn4dFovvqh9bKanm	Enrico Sangiuliano	Hidden T	2018-06-01	day	Techno (Peak Time / Driving)	Drumcode
spotify:track:4cTW1QdgCJiqE1Pvreb80L	Enrico Sangiuliano	Moon Rocks	2016-09-05	day	Techno (Peak Time / Driving)	Drumcode
spotify:track:1BiZIPwNd3yLP9KBoUqMRY	Enrico Sangiuliano	Symbiosis	2018-06-01	day	Techno (Peak Time / Driving)	Drumcode
spotify:track:7CYS0ibZaJm201ZKonnqih	Enrico Sangiuliano	The Sound Of Space	2022-09-30	day	Techno (Peak Time / Driving)	NINETOZERO
spotify:track:4hKRWI01Dr2ozgBwfYkuo1	Eric Prydz	2Night	2012-01-01	day	Mainstage	Pryda Presents
spotify:track:7DtOpcWKLYx6DRnXbZwnB9	Eric Prydz	Black Dyce	2016-02-05	day	Electronica	Virgin Records Ltd
spotify:track:2PYLdQVv5nML4xjV5IPmmX	Eric Prydz	Collider	2016-02-05	day	Mainstage	Pryda Presents
spotify:track:4j1hJwuawbvpm2q2orbgj7	Eric Prydz	Every Day	2016-02-05	day	Electronica	Virgin Records Ltd
spotify:track:09RG4fRTjwi0sYbeUlOXyY	Eric Prydz	Floj	2016-02-05	day	Electronica	Virgin Records Ltd
spotify:track:4Dg0FSovv3n8IBS9QMezTp	Eric Prydz	Generate	2016-02-05	day	Dance / Electro Pop	Virgin Records Ltd
spotify:track:1kY8uFq3k0VFbgE6qBxedU	Eric Prydz	Klepht	2016-02-05	day	Electronica	Virgin Records Ltd
spotify:track:7A8nMYjmHmDkbZhR7TNYyK	Eric Prydz	Last Dragon	2016-02-05	day	Dance / Electro Pop	Virgin Records Ltd
spotify:track:2RGHU2lgWThz1BUBoCHv5k	Eric Prydz	Liam	2016-02-05	day	Mainstage	Pryda Presents
spotify:track:1asJK5pN45H31Uz0m91NbD	Eric Prydz	Liberate	2016-02-05	day	Dance / Electro Pop	Virgin Records Ltd
spotify:track:71xUGtZ2UaFxxh6Zj7ETqN	Eric Prydz	Mija (Re-scored)	2016-02-05	day	Electronica	Virgin Records Ltd
spotify:track:1hbDJpmIkoZXobXpG6HxP8	Eric Prydz	Niton (The Reason) (Club Mix)	2011-02-04	day	Dance / Electro Pop	Pryda Presents
spotify:track:0ZAkDMrkULzKzZNx7SutGP	Eric Prydz	Niton (The Reason)	2011-02-04	day	Dance / Electro Pop	Pryda Presents
spotify:track:7jSPvvfHZMniol4XmcJHS5	Eric Prydz	NOPUS (Extended)	2020-10-23	day	Mainstage	Pryda Presents
spotify:track:3v2oAQomhOcYCPPHafS3KV	Eric Prydz	Opus	2016-02-05	day	Mainstage	Virgin Records Ltd
spotify:track:4gUXGEaYRs0FczIBqQyRwd	Eric Prydz	Som Sas	2016-02-05	day	Electronica	Virgin Records Ltd
spotify:track:6ySIIqtlhJ9bBzFOk8o2KP	Eric Prydz	Sunset At Café Mambo	2016-02-05	day	Electronica	Virgin Records Ltd
spotify:track:6GGIxhrjOvpD7tmp1jiIGD	Eric Prydz	Trubble	2016-02-05	day	Electronica	Virgin Records Ltd
spotify:track:1W2rcrbAnSzfbJEIspR3oQ	Eric Prydz, Adeva	In and Out (Eric Prydz Remix)	2004-07-07	day	Mainstage	Pryda Presents
spotify:track:10wlRcOXv7nhHKUYwzt1p6	Eric Prydz, Andreas Postl	Mighty Love (Instrumental)	2012-01-01	day	House	Virgin
spotify:track:7JN9mnz4OPVivc9AF0FLAJ	Eric Prydz, CHVRCHES	Tether (Eric Prydz Vs. CHVRCHES) (Radio Edit)	2015-02-17	day	Progressive House	Pryda Recordings
spotify:track:0kAcEkE59uOXNJOLDfW1BF	Eric Prydz, Floyd	Proper Education (Club Mix)	2007-01-01	day	Dance / Electro Pop	Pryda Presents
spotify:track:3Iw9Nr3rmMM7L4FjSV7DEB	Eric Prydz, Four Tet	Opus (Four Tet Remix)	2015-09-16	day	Tech House	Virgin Records Ltd
spotify:track:0r972Zo51Zod1AtKCeB3Lr	Eric Prydz, Kölsch	Generate (Kölsch Remix)	2015-11-20	day	Electronica	Virgin Records Ltd
spotify:track:2CZLWZe9ti5iGA8bSoUS2U	Eric Prydz, Rob Swire	Breathe	2016-02-05	day	Dance / Electro Pop	Pryda Recordings
spotify:track:4NTMaQdSXfdbXVXX1VSuHF	Esoteric Circle	Moonshard	2023-06-09	day	Melodic House & Techno	Spectrum (NL)
spotify:track:7r3svkGXWksyzPIdR0cAtv	Esoteric Circle	Resilience	2021-07-23	day	Melodic House & Techno	Future Romance
spotify:track:4uqcJ128iMip9F1KDFvlTO	Estiva	Rush Hour (Extended Mix)	2020-12-11	day	Progressive House	Colorize (Enhanced)
spotify:track:6Fqs4PyMplTBowjVMws4QC	Estiva	Sky (Extended Mix)	2021-10-13	day	Melodic House & Techno	Anjunabeats
spotify:track:0nNd80KhZlqnB4vF03s1mM	Estiva	Via Infinita (Extended Mix)	2023-03-24	day	Progressive House	Colorize (Enhanced)
spotify:track:027RooXxvZGn0WEkEj8d6s	Etur Usheo	Too Late	2022-05-06	day	Deep House	Heattraxx
spotify:track:0WCAbrEY6Y3FriJ08O5GG2	Eugene Becker	Melancholia	2021-06-04	day	Progressive House	Colorize (Enhanced)
spotify:track:1U8kwvFNQkX10AhWhdp8OB	Everything But The Girl, Todd Terry	Missing (Todd Terry Lite Mix)	1994-08-08	day	House	Defected
spotify:track:5krhFNgUcYHwXlNPJJYzFM	Ewan McVicar	Tell Me Something Good	2021-06-25	day	House	Trick
spotify:track:6yFznCToOmluiQumhfCPzH	Ezequiel Arias	Solar (Extended Mix)	2021-02-01	day	Progressive House	Anjunadeep
spotify:track:1kOVTKc47f86i5ljW2ABdA	Ezio Centanni	Jam	2020-04-10	day	Deep House	Lounge Bazar
spotify:track:6PzN2A5y3iHaf5jzvjcT6O	F-Rontal	Liquid Experience	2021-01-11	day	Techno (Peak Time / Driving)	District4
spotify:track:4ogQtfnCVNbmKHAJUCwdre	F-Rontal	Puffer (2020 Rework)	2020-04-17	day	Hard Techno	Ragnarok
spotify:track:0EZhEQDEEW1huUW2qmMRUG	Fabian Krooss	Kallisto	2021-11-26	day	Organic House / Downtempo	Sounds Of Khemit
spotify:track:5S0hocpVHzTPWS38XO7iNS	Fabrication	Change	2020-07-06	day	Melodic House & Techno	Recovery Collective
spotify:track:3gIhoGmDcWPIr8eUKOlQRc	Fabrication	Dustpig	2020-07-06	day	Melodic House & Techno	Recovery Collective
spotify:track:51FhBK3td2Wsvxs8zMCRPT	Fabrication	Hot Foot	2021-01-04	day	Melodic House & Techno	Recovery Collective
spotify:track:3r3UDxe3y4Ffj992JAbKBb	FaderX	Destiny	2021-07-16	day	Dance / Electro Pop	DOORN RECORDS
spotify:track:4TRDz7SZPt2fimsGx4ooMs	Faithless	Not Going Home 2.0 (Eric Prydz Remix [Remastered])	2015-10-09	day	Techno (Peak Time / Driving)	Cheeky Records
spotify:track:1Iwe9eOJriUrsUshdFzfPq	Fat Cosmoe	Alderan	2022-07-22	day	Melodic House & Techno	Oddity Records
spotify:track:3lJqTWv598LDkGdnUqcWAY	Fat Sushi, Mees Salomé	Timeless (Mees Salomé Extended Remix)	2019-01-31	day	Melodic House & Techno	DAYS like NIGHTS
spotify:track:1MNtkU9qCEUws81XIKKkF9	Fatboy Slim, CamelPhat	Right Here, Right Now (CamelPhat Remix)	2018-03-09	day	Dance / Electro Pop	Skint Records
spotify:track:2GrXM3eIHHeNXoiuWEEuBW	Federico Scavo	Watchin’ Out	2021-02-26	day	House	Toolroom Trax
spotify:track:00dt02GRKYTIpHsR1VZ212	Feed Me, Rosie Doonan	Feel Love	2019-02-22	day	Progressive House	mau5trap
spotify:track:4qf2TmjFImuZkpAwmP1LKE	Fei-Fei	MY BODY IS GOD ON ACID	2022-06-23	day	Techno (Peak Time / Driving)	PUSSY POP
spotify:track:4fdPwkZ1qP8eAzHz6Ae1bC	Felix Kröcher, Hidden Empire	Free Yourself (Hidden Empire Remix)	2019-04-08	day	Melodic House & Techno	Tronic
spotify:track:19kSvHflaxa0dja2JpP988	Fenrick, Hypnum	Insomnia 6000 (Emotional Mix)	2021-06-10	day	Hard Techno	Blackworks
spotify:track:0p6p704m6cJDCvEPhfOeui	Fergie	Man From Athens (Extended Mix)	2021-08-20	day	Techno (Peak Time / Driving)	Armind (Armada)
spotify:track:292BL25hAadXWk0D1pd83I	Ferreck Dawn, Anthony Valadez	By My Side (feat. Anthony Valadez) (Extended Mix)	2020-05-15	day	House	Defected
spotify:track:7EPcdcXziQqPq9NbTIzbXC	Ferreck Dawn, Leo Moreno, Alex Mills	Selfish Games (Extended Mix)	2019-08-23	day	House	Defected
spotify:track:4T3zDhCQgQl659qeWLRHJC	Ferry Corsten, Leon Bolier, NBLM	Trust You (Extended Mix)	2021-07-16	day	Trance (Main Floor)	Flashover Recordings
spotify:track:1HG3BTxSRjbytBRvpYu4oa	Ferry Corsten, System F, Matt Fax	Out Of The Blue (Matt Fax Remix)	2021-12-10	day	Trance (Main Floor)	Flashover Recordings
spotify:track:2Nq06gpBMrjYnBLpi0cNYy	Fideles, CamelPhat, Be No Rain	Night After Night (CamelPhat Remix)	2023-03-03	day	Melodic House & Techno	Afterlife Records
spotify:track:2gbQR2XJlZy461hu9FOrZL	Fideles, Flu	Heading North	2019-01-25	day	Melodic House & Techno	Afterlife Records
spotify:track:3RWP7xt7NuhSU5EBPZ2JsV	Fil Alberga	Let's Love (Fil Alberga & the Cube Guys Radio Edit)	2021-09-03	day	House	Cube Recordings
spotify:track:5N3ZgaLCe0t2isat7usp5Z	Filterheadz, Lowerzone	Corruption	2020-03-16	day	Techno (Peak Time / Driving)	Unity Records
spotify:track:4a9vqREY422Hr8NKySHxHB	Filterheadz, T78	Synergy (T78 Remix)	2019-04-29	day	Techno (Peak Time / Driving)	Autektone Records
spotify:track:3bYrHqaVmNxdJPEed2M2eo	Finnebassen	If You Only Knew	2012-04-06	day	Electronica	Seamless Recordings
spotify:track:0YPjHUuQiZGwv1tPv5Danz	FJAAK	Bassiani	2021-03-05	day	Techno (Raw / Deep / Hypnotic)	FJAAK
spotify:track:0xvmwkc74TQaJU6ParwXTm	FJAAK	Blitz	2021-08-27	day	Techno (Raw / Deep / Hypnotic)	FJAAK
spotify:track:6OrQScHNkYMIt5597o51xr	FJAAK	It’s Time Again	2020-09-21	day	Techno (Peak Time / Driving)	FJAAK
spotify:track:5kAwEqCAJ4yHdHmlAMSczs	Folamour	These Are Just Places To Me Now	2019-02-15	day	Deep House	FHUO Records
spotify:track:3u1hU4L9HLGBjcj1nQekIv	Folamour	Ya Just Need 2 Believe in Yaself	2017-03-24	day	House	FHUO Records
spotify:track:3BoDmwsVa4Jv2WJKBcD5nx	FOLUAL	Ghost (T78 Remix)	2020-02-03	day	Techno (Peak Time / Driving)	Apogee Music
spotify:track:0PiXZWBJdnvFRfnuzIuGeR	Franc Moody, Gerd Janson	Dream in Colour (Gerd Janson Remix)	2020-09-25	day	Indie Dance	Juicebox Recordings
spotify:track:29lsoJqs427ico5BRKMjK9	Francesco Pico, Kasper Koman	Taming Da Echoes (Kasper Koman Remix)	2020-07-13	day	Progressive House	Variety Music
spotify:track:0MwogeaXFpqh80sxTcB56F	Francesco Pico, PvHL	Catch The Moment	2023-03-03	day	Progressive House	Blue Magenta
spotify:track:5cd9TplGf6hH0QNBIO79BO	Frankie Watch, NiCe7	Geiri (NiCe7 Remix)	2013-03-13	day	Tech House	D-FLOOR MUSIC
spotify:track:5msQVXZyyV9CIZYaTjk7KG	Franky Rizardo, Ros T, Eunice Collins	Out The Fire (At The Hotel) (Original Mix)	2021-06-18	day	House	Altra Moda
spotify:track:5XU99uJiaZIlfy1ID23veH	Franky Wah, AETHO	Should Have Seen It Coming	2021-02-04	day	Melodic House & Techno	Anjunadeep
spotify:track:5Vp85oGwYrz7Y9Ca6WS2Ei	Franky Wah, Cristoph, Diana Miro	Darkest Hour (feat. Diana Miro)	2023-02-24	day	Progressive House	SHÈN Recordings
spotify:track:0Ftrkz2waaHcjKb4qYvLmz	Fred again..	Delilah (pull me out of this)	2022-10-17	day	Dance / Electro Pop	Atlantic Records UK
spotify:track:6gdDu39yYqPcaTgCwYEW8i	Fred again.., Swedish House Mafia, Future	Turn On The Lights again.. (feat. Future)	2022-07-29	day	UK Garage / Bassline	Atlantic Records UK
spotify:track:7xLJ4QjzIsehXLUliJvzDx	Fred P	Enter the Dancefloor	2020-04-03	day	Deep House	Kwench Records
spotify:track:3ketLARvge2nsOPpQdJ1gQ	Fred V & Grafix, Amy J Pryce	Altitude	2016-06-24	day	Drum & Bass	Hospital Records
spotify:track:3UN9sc3Y1LSwqhI61v21PZ	Fred V & Grafix, Metrik, Kate Westall	Tension	2017-01-06	day	Drum & Bass	Hospital Records
spotify:track:4D2NWeIfb2hUOKlKg1HDPs	Freemasons, Amanda Wilson	Love On My Mind (feat. Amanda Wilson) (Back to Philly Mix)	2005-01-01	day	House	Loaded Records
spotify:track:6udDhzC6kpJeutFaPyjOeh	Friction, Metrik	Ultrafunk	2018-09-07	day	Drum & Bass	Elevate Records
spotify:track:5zOIdi7R4OazsJcw4cKSNy	Fritz Kalkbrenner	Good Things	2020-03-13	day	Dance / Electro Pop	BMG Rights Management GmbH
spotify:track:09wqf25BGUT4K3aGLsrV0L	Fritz Kalkbrenner, Ben Böhmer	Just The One	2020-03-13	day	Dance / Electro Pop	BMG Rights Management GmbH
spotify:track:6l30cWVsyXG6LsiJfAg9RM	Fritz Kalkbrenner, Stil & Bense	Kings & Queens (Stil & Bense Remix)	2020-01-10	day	Dance / Electro Pop	BMG Rights Management
spotify:track:3cZI6NZ5u4rc1ISZft6oco	Frost, PROFF	Overtones (PROFF Extended Mix)	2021-01-08	day	Melodic House & Techno	Anjunadeep
spotify:track:7mUTI3eMg0issonjzaVGDw	Funkstar De Luxe	Sun Is Shining	2017-05-01	day	House	Armada Music Albums
spotify:track:3BW7RcxUP3oR57HqmCBGe5	Gabriel Ananda, John Digweed, Nick Muir	Tachyon Dream (Rework)	2017-12-04	day	Techno (Peak Time / Driving)	Bedrock Records
spotify:track:6fFjRNvCLJJRhppQudATr3	Gabriel Rocha, DJ PP	Puyehue	2021-10-15	day	Deep House	DECHAPTER
spotify:track:5yGbBAF50uvDt9qQzQsuX7	Gai Barone	A Kick Maybe	2018-11-23	day	Progressive House	Zerothree
spotify:track:6Y2u5I0oHgnF71oxPsrtqO	Gai Barone	Suitcase	2020-11-27	day	Melodic House & Techno	Patternized Recordings
spotify:track:4dkSf57y4ySgLKXs4g5FfT	Gareth Emery, Christina Novelli	Concrete Angel	2012-03-02	day	Trance (Main Floor)	A State of Trance
spotify:track:6aBWNlLMeBjdtypqPOfveJ	George FitzGerald, Lane 8	Burns (Lane 8 Club Mix)	2018-08-21	day	Melodic House & Techno	Anjunadeep
spotify:track:4HUKkJ0VWYcYPj3E40WYgJ	Gettoblaster, Missy	HOUSE (Original Mix)	2021-02-05	day	House	Superfett Records
spotify:track:5Ue3tmIyoE2r6A7VaicAX5	Giacca & Flores	Delight (Original Mix)	2015-07-20	day	Dance / Electro Pop	No Definition
spotify:track:3o3IFXaCoOIRhhnQP3orUI	Giacomo Renzi	Kaleidoscope	2019-06-17	day	Techno (Peak Time / Driving)	JAM
spotify:track:7urzZM4agIeAx9qXiPCvvj	Gidge	Perimeter (Shorter)	2021-01-29	day	Melodic House & Techno	Atomnation
spotify:track:6RgFOsJKQKlQwlsZ8pOHbm	GIORG, Santez	Timeout (Original Mix)	2020-05-22	day	Tech House	Great Stuff Recordings
spotify:track:4XRbhzWsg4T6vKzlsgA0DY	GNTN, Artche	Plastic Paranoia (Original Mix)	2020-05-01	day	Melodic House & Techno	Yoshitoshi Recordings
spotify:track:2PY1aGZ56FXz1hzRvVC84g	Gorge	Be Yourself	2019-09-20	day	Tech House	8Bit
spotify:track:05OU9yuLKyjvzcO9uE52cE	Gorillaz, Stanton Warriors	Feel Good Inc. (Stanton Warriors Remix)	2007-11-19	day	Breaks / Breakbeat / UK Bass	fabric Records
spotify:track:20tsqOUnmxpTtWP5SWehfq	Gorje Hewek, Hernan Cattaneo, Dulus	Kaleidoscope	2023-03-17	day	Progressive House	Watergate Records
spotify:track:6aDp3wRgZSs2ySIDJf1ZNg	Gorje Hewek, Makebo, Amonita	Never Been	2023-01-12	day	Organic House / Downtempo	Shanti Radio
spotify:track:3oIybLlADYuhdinp3LB8Ct	Gorje Hewek, Volen Sentir, Makebo, Amonita	Unite	2021-06-14	day	Organic House / Downtempo	Rubicunda
spotify:track:1vtqoJYdncXbw9gy6BU45v	GRAZZE, Rauschhaus	Nord	2020-07-31	day	Progressive House	Zerothree
spotify:track:19VopGXSNK7wUyHA7FPKgL	Green Velvet, Eats Everything	Flash (Eats Everything Remix)	2016-07-22	day	Tech House	Relief
spotify:track:61I55PGFac6DCxsnEmC5eo	Green Velvet, Eli Brown	Unapologetic Raver	2020-08-21	day	Tech House	Relief
spotify:track:1HfFG73ldh4BIlmksN9Hel	Green Velvet, Harvard Bass	Lazer Beams (Original Mix)	2014	year	Techno (Peak Time / Driving)	Relief
spotify:track:6wPA0m2bjRpXIUuKjbHjzF	Gregor Salto, Funkin Matt, Lilitha	Not for Me	2021-09-03	day	Afro House	Salto Sounds (Moganga)
spotify:track:2Dp0PXgdEfQSZSGIzYe4N9	Gregor Tresher, Bart Skils	Quiet Distortion (Bart Skils Remix)	2022-11-25	day	Techno (Peak Time / Driving)	Break New Soil Recordings
spotify:track:1tyE2KCP9Pb5GSKhJSkO7l	GRIDD	Creon (Extended Mix)	2022-02-11	day	Progressive House	Monowave Records
spotify:track:6TicHQ0bXDYc2XMVLr3f2b	Grum, Tigerblind	Shout (Extended Mix)	2022-11-02	day	Progressive House	Anjunabeats
spotify:track:2yQkRX3wu6PWLDvq2tH4In	Guillaume Poncelet	Morning Roots	2018-01-19	day	Classical	NA
spotify:track:1xEFDlGgTObepC7n0NL2NG	Guille Placencia, George Privatti	The Sonic Busters	2019-06-28	day	Tech House	La Pera Records
spotify:track:2yjMMslOBqUDLbIA7tg0VC	Guy Gerber	What To Do (Original Mix)	2018-03-16	day	Melodic House & Techno	Rumors
spotify:track:4Nkhx3sCjeVGQGqr4ETMdU	Guz	U Got My Love (Extended Mix)	2020-04-24	day	Tech House	Sink or Swim
spotify:track:5izxtsEH7FQ7yCyYHivzcV	Hannah Wants, Clementine Douglas, THEMBA	Cure My Desire (feat. Clementine Douglas) (Themba Extended Remix)	2023-01-06	day	Afro House	Defected
spotify:track:1kQKvI4K3zmN1zI8ViSdeK	Hans Zimmer, Klaus Badelt, Geoff Zanelli, Tiësto	He's A Pirate (Tiësto Orchestral Mix)	2006-01-01	day	Trance (Main Floor)	Armada Music Albums
spotify:track:753Iu3NzP9gFKxcsHbm3aj	Hardwell	Three Triangles (Losing My Religion) (Original Club Mix)	2013-07-01	day	Mainstage	Toolroom
spotify:track:2w4OE0IjsQdmB07DDsc4r9	Helsloot	Let's Pretend	2022-04-22	day	Indie Dance	Get Physical Music
spotify:track:1HMf45OIhxWXnANIvTfoKJ	Helsloot	When We Meet Again	2021-02-05	day	Progressive House	Poesie Musik
spotify:track:6t1yz8TNU6n8h3WiB3OWq3	Helsloot, Goom Gum	Open The Gate (Edit)	2022-06-24	day	Melodic House & Techno	Ritter Butzke Records
spotify:track:5yoFtDZJzZUmptrpnQiXsD	Hel:sløwed, Hidden Tigress	End Of Time	2022-07-29	day	Trance (Main Floor)	Grotesque DRK
spotify:track:1bokCdLRWPmwH2vOclyHF2	Hel:sløwed, That Girl	In Silence	2022-05-20	day	Trance (Main Floor)	A State of Trance
spotify:track:316urhiKblYLrzwW3WO51a	HI-LO, Oliver Heldens	PURA VIDA	2023-01-27	day	Techno (Peak Time / Driving)	HILOMATIK
spotify:track:3TQj0vUT4FDIkIDqhTFPxd	HI-LO, Reinier Zonneveld, Oliver Heldens	Balearic Mornings	2021-07-30	day	Techno (Peak Time / Driving)	Filth on Acid
spotify:track:25dFcH5EsCJLMSmFDDJLT3	HI-LO, Space 92, Oliver Heldens	Mercury	2022-08-12	day	Techno (Peak Time / Driving)	Filth on Acid
spotify:track:2Ntrial8l1h53OQKVuqqmn	HI-LO, T78, Oliver Heldens	HADES	2021-04-30	day	Mainstage	SPINNIN' RECORDS
spotify:track:3wNkvBUW5hoJPs2Df5G9S6	Hidden Empire	Bengal (Original Mix)	2018-11-12	day	Techno (Peak Time / Driving)	Octopus Recordings
spotify:track:2AjmjCNoIiHctOlm2CdzBx	Hidden Empire	Cashmere (Original Mix)	2018-11-12	day	Techno (Peak Time / Driving)	Octopus Recordings
spotify:track:7n9o7LxtDP20huFlP2LoMJ	Hidden Empire	Jack Haze	2019-04-12	day	Techno (Peak Time / Driving)	Senso Sounds
spotify:track:3vRA3f2BSYJLlXhWEkxrMK	Hidden Empire	Last Call	2023-04-07	day	Melodic House & Techno	Stil Vor Talent
spotify:track:3jAPlfftOtKBgrJ722luE3	Hidden Empire	Pont de la Caille	2021-09-02	day	Melodic House & Techno	Cercle Records
spotify:track:3nGFTtjSi1ZUof48V7NGDg	Hidden Empire	Siam (Original Mix)	2018-11-12	day	Techno (Peak Time / Driving)	Octopus Recordings
spotify:track:2XcqzuUxFftszDDr4FQSlZ	HIGHLITE	Otherdisco	2022-03-18	day	Indie Dance	JEAHMON! Records
spotify:track:7ckkvqgfTyqit24GUeRWRU	Hollt, Lake Avalon	Perceive	2021-07-02	day	Melodic House & Techno	die Stube Records
spotify:track:79n3vgDgCmbcIhn7go15jO	Homo Novo	My Fun	2021-07-22	day	House	Primate
spotify:track:21XwPl7LHxeEF9tx9QP1Jq	Horisone	Lost In	2019-06-28	day	Melodic House & Techno	Freegrant Music
