uri	artists	track_title	release_date	release_date_precision	genre	record_label	danceability	energy	key	loudness	mode	speechiness	acousticness	instrumentalness	liveness	valence	tempo	duration_ms	clusters
spotify:track:0ddQ8L1ODGCWWOGErKKxqM	Armand Van Helden	My My My (Original Club Mix)	2006	day	Progressive House	Southern Fried Records	0.739	0.705	7	-7.715	1	0.0743	0.00237	0.19	0.0388	0.839	127.532	379027	10
spotify:track:7zkcY1CrKhj2kCIS9Q7TyP	Armand Van Helden	My My My	2004	day	House	Be Yourself Music	0.672	0.781	7	-8.239	1	0.158	0.0176	0.0123	0.0208	0.762	127.472	185000	1
spotify:track:0IMJIkOxtCFnmOmrpIH08O	Armand Van Helden	Wings	2016	day	Funky House	SPINNIN' RECORDS	0.586	0.855	6	-6.418	0	0.0446	0.000179	0.0148	0.112	0.479	122.044	181967	4
spotify:track:55bwPRlXvvQ8HFWgXwqAsK	Armand Van Helden	Witch Doktor (Agent Orange DJ 2018 Rework)	2018	day	Techno (Peak Time / Driving)	ELEVATE	0.729	0.744	0	-9.548	1	0.041	0.000706	0.831	0.111	0.0355	126.019	396714	13
spotify:track:0TN9m8rp3ZuNi4JwCKSans	Armand Van Helden	U Don't Know Me (feat. Duane Harden)	1998	day	House	X-Mix Productions	0.742	0.756	10	-6.197	1	0.0825	0.0213	0.0227	0.0553	0.81	129.963	484533	10
spotify:track:6T6prTkN0PgnGPdW7lZ7Jv	Armen Miran	Aldebaran (Original)	2016	day	Organic House / Downtempo	Sol Selectas	0.801	0.63	2	-9.789	1	0.042	0.0455	0.867	0.098	0.231	116.007	416189	13
spotify:track:7zv2EDA0NcGb8F6CVJLZk3	Armin van Buuren	Illusion (Extended Mix)	2020	day	Melodic House & Techno	Armind (Armada)	0.669	0.538	5	-10.604	1	0.0452	0.00805	0.901	0.0994	0.275	125.01	309306	-1
spotify:track:76agEIDb8skVZ02dh45FUV	Armin van Buuren	Mr. Navigator (i_o Remix)	2020	day	Techno (Peak Time / Driving)	Armada Music	0.676	0.953	0	-7.653	1	0.0672	0.00862	0.769	0.149	0.0371	132.008	354503	27
spotify:track:7p2DubZ9aiDmdIGU18O8qx	Armin van Buuren	Mr. Navigator (Maxim Lany Remix)	2020	day	Melodic House & Techno	Armada Music Albums	0.753	0.571	6	-6.997	0	0.119	0.0668	0.866	0.363	0.138	124.565	216184	-1
spotify:track:2wxWRYgk8iTQ7vFFB7zT6j	Arno Cost	Magenta	2006	day	House	Serial Records	0.572	0.657	9	-8.691	0	0.186	2.45e-05	0.889	0.131	0.0452	124.976	429533	3
spotify:track:1ZQAMVWF9nHRag29wntNz7	Arodes	Esperanza	2023	day	Afro House	MoBlack Records	0.695	0.839	7	-7.92	1	0.0524	7.02e-05	0.902	0.0799	0.359	121.989	428852	38
spotify:track:19Oh5hnq89a94Upp66mOoy	ARTBAT	It's Ours	2022	day	Melodic House & Techno	UPPERGROUND	0.35	0.635	11	-9.259	1	0.0558	0.00558	0.873	0.0604	0.134	126.98	483780	29
spotify:track:770zzJRmEN0sudaxuD7GkB	ARTBAT	Fading	2021	day	Melodic House & Techno	Afterlife Records	0.615	0.655	7	-9.968	0	0.0412	0.0924	0.8	0.144	0.0543	122.002	487869	-1
spotify:track:7LHqxlhat0OIf3gCOGnOGr	ARTBAT	Age of Love (ARTBAT Rave Mix)	2022	day	Melodic House & Techno	Ministry of Sound Recordings	0.566	0.774	6	-9.427	0	0.0644	0.0284	0.896	0.0562	0.0288	124.988	445440	29
spotify:track:5MmDAFQa8SP9bA5J3f5vYc	ARTBAT	Origin	2022	day	Melodic House & Techno	UPPERGROUND	0.681	0.767	5	-12.296	0	0.0947	0.00245	0.711	0.101	0.0387	126.022	460781	-1
spotify:track:4f1oe0HLD9sRXYrVTkYugS	Arude	Materion	2022	day	Melodic House & Techno	Radikon	0.792	0.575	2	-9.441	1	0.0869	0.00334	0.828	0.0849	0.504	122.989	378537	13
spotify:track:6oGNTjaP8DetHyqHkcwcsy	Arude	You Sleep (Mark Hoffen Fancy Rework)	2021	day	Melodic House & Techno	Radikon	0.713	0.7	9	-10.399	0	0.0456	0.01	0.9	0.126	0.0795	122.001	463006	-1
spotify:track:1TmgIqBZJsMvs4p96tEWrI	Async	Deepart 8.0	2018	day	Deep House	Italian Way Music	0.802	0.416	1	-20.738	1	0.0608	0.0408	0.814	0.0748	0.604	126.011	474010	19
spotify:track:1StLiKnQ2AYTWfbEQNHQE7	ATFC	U Got Me (Extended Mix)	2020	day	House	Armada Subjekt	0.806	0.903	1	-5.339	1	0.0601	0.068	0.482	0.0393	0.782	125.005	370645	-1
spotify:track:16kezyAFbcBuDxuqZdt1gZ	ATFC	Hipcats (Extended Mix)	2018	day	House	Armada Subjekt	0.851	0.99	10	-5.506	0	0.0707	9.52e-05	0.368	0.23	0.718	121.997	362855	10
spotify:track:5I9M8aa6uK6km3N20PEpu5	ATFC	Spirit of House (Extended Mix)	2020	day	House	Toolroom	0.773	0.862	6	-6.178	0	0.125	0.00155	0.558	0.626	0.284	126.005	330000	2
spotify:track:7zNtR92mlXqxkxE0WmqU2m	Audiojack	Are We Here	2020	day	Progressive House	8Bit	0.801	0.842	3	-7.911	1	0.049	0.000763	0.892	0.0514	0.235	125.008	361187	-1
spotify:track:1rlNpTZ4vEU69lBnC4z7Kt	Au/Ra	Panic Room (Club Mix)	2018	day	Melodic House & Techno	RCA Records Label	0.663	0.866	7	-7.046	0	0.0369	0.00125	0.4	0.0346	0.283	122.997	425123	4
spotify:track:1FMRxA2Ql5vSsnWFuaDbsu	Avicii	Silhouettes (Original Mix)	2012	day	Dance / Electro Pop	Universal Music AB	0.716	0.521	5	-8.19	0	0.0604	0.064	0.691	0.0517	0.365	128.01	420013	-1
spotify:track:1wQpzZ9QfVUCn1lw2C2bf5	Avicii	Sound Of Now (Original Mix)	2008	day	Progressive House	Vicious	0.522	0.886	11	-5.444	0	0.0607	0.000737	0.899	0.104	0.0507	128.023	393986	34
spotify:track:0kXJNqmYdjwb31QLWGkNb7	Avicii	Superlove	2012	day	Progressive House	Roadrunner Records	0.729	0.955	9	-6.87	0	0.113	0.136	0.918	0.0841	0.896	128.008	322515	7
spotify:track:3qzBbmJBDJ2pQREiDe4zjA	AVIRA	The Worship (Mark Knight Extended Remix)	2021	day	Dance / Electro Pop	Armada Music	0.67	0.955	9	-4.991	1	0.0431	0.00887	0.845	0.176	0.378	124.002	426125	34
spotify:track:3kPehpAFW5keiaMoEWWKA2	Axwell	Nobody Else (A-Trak Remix)	2019	day	House	Axtone Records	0.872	0.687	1	-5.689	1	0.0813	0.000316	0.0133	0.166	0.767	123.019	190000	11
spotify:track:0JZkHo1pgZGGCY4CFY7N01	Axwell	Leave The World Behind (Daddy's Groove Magic Island Rework)	2009	day	Mainstage	Axtone Records	0.684	0.787	1	-6.772	0	0.0461	0.0484	0.783	0.113	0.254	128.0	425501	-1
spotify:track:0gkPk0ZveKo3407ahJtsgB	Axwell	Watch The Sunrise (Extended Vocal)	2005	day	Mainstage	Axtone Records	0.725	0.901	6	-7.163	0	0.0813	0.0176	0.259	0.607	0.8	127.972	372493	2
spotify:track:2le6uB5ibOTFNJSvX1bobP	B Beat Girls	For The Same Man (Nic Fanciulli Extended Remix)	2022	day	House	Defected	0.797	0.84	11	-9.474	0	0.0494	0.000399	0.728	0.103	0.77	127.029	409815	7
spotify:track:3NQ5EVJxvPTMVqpaWBwnO5	Babert	Time After Time (Extended Mix)	2019	day	House	Soulfuric Deep	0.859	0.648	4	-8.407	0	0.0545	0.0221	0.651	0.175	0.741	122.998	363096	9
spotify:track:4aWZt29NZJGpDDmhDrOQbI	Bajau	Slow Motion	2020	day	Progressive House	Stress Records	0.62	0.872	2	-6.966	1	0.0324	0.00531	0.703	0.146	0.313	123.002	291707	-1
spotify:track:12TR8I7xcXdT0RStDgRYks	Bakermat	Baby	2017	day	Mainstage	Dirty Soul Music (Be Yourself Music)	0.711	0.923	1	-2.718	0	0.111	0.13	0.0436	0.27	0.587	125.93	158711	11
spotify:track:1gIeGgYMJlqsJkBHi7PMhZ	Bambook	Humble Hearts (Original Mix)	2014	day	Deep House	Culprit	0.848	0.341	10	-13.904	1	0.101	0.0375	0.728	0.0999	0.296	125.019	397205	31
spotify:track:2HFtvloWOKiP7rnOs9dVJE	Bando (GR)	Groove Is in the Heart	2020	day	Funky House	Cube Recordings	0.836	0.93	8	-4.226	1	0.078	0.00114	0.757	0.666	0.51	125.015	338872	2
spotify:track:5MVySO0P7Jmw7gCmyxQdRH	Barbatuques	Baianá (Jack Back Club Remix)	2019	day	House	FFRR	0.73	0.95	2	-5.546	1	0.0642	0.00054	0.798	0.0389	0.629	124.995	336637	7
spotify:track:4WPdis6kH2iI0a7zXpmUfW	Bart Skils	Roll the Dice	2023	day	Techno (Peak Time / Driving)	Drumcode	0.79	0.913	7	-7.609	1	0.0604	0.000453	0.244	0.109	0.128	131.991	368244	4
spotify:track:7n7Eu0uVp0sVE1iLPMkrPr	Bart Skils	House of Lords	2022	day	Techno (Peak Time / Driving)	Drumcode	0.743	0.904	6	-6.647	1	0.107	0.105	0.844	0.0693	0.162	131.011	241832	41
spotify:track:494WZGoi5FYjguGIpeLTSg	Bart Skils	Lost on You	2019	day	Techno (Peak Time / Driving)	Drumcode	0.737	0.708	0	-9.636	1	0.0582	0.0027	0.769	0.114	0.201	125.999	414375	13
spotify:track:0iTbgGaxAehWi5gvkt7nWk	Bart Skils	Polarize	2019	day	Techno (Peak Time / Driving)	Drumcode	0.798	0.725	11	-8.803	0	0.0745	9.32e-05	0.918	0.119	0.218	128.004	437033	37
spotify:track:7AXyaEZqvQ2YJY3yQbfeWX	Basement Jaxx	Red Alert (The Cube Guys Remix)	2020	day	House	Cube Recordings	0.806	0.915	0	-4.218	0	0.071	0.000411	0.0676	0.166	0.796	124.989	360316	11
spotify:track:4YHkwyJzzDGgdYIJlsw8HT	Bassel Darwish	Speak	2019	day	Tech House	Rawsome Recordings	0.807	0.941	1	-7.333	0	0.0617	0.0141	0.935	0.0192	0.412	123.976	247802	8
spotify:track:3yYRlfWjWcJReYTAT54I7o	Be Svendsen	Nemrut (Edit)	2021	day	Organic House / Downtempo	Cercle Records	0.77	0.721	4	-7.164	0	0.0451	0.148	0.813	0.269	0.416	120.004	390647	-1
spotify:track:0ztsdXOkBxaxt5HMSs3AKG	Beatamines	Eclipse (Hidden Empire Remix)	2017	day	Progressive House	Click Records	0.751	0.904	8	-11.182	1	0.054	0.000626	0.637	0.0469	0.425	123.991	455410	36
spotify:track:27EXnZVzLeuul9Wil7jOy2	Beatchuggers	Forever Man (How Many Times) (Earth n Days Extended Remix)	2021	day	Funky House	Armada Music	0.745	0.889	0	-4.367	1	0.105	0.00349	0.305	0.0507	0.934	124.012	340681	-1
spotify:track:0inmFxJFSBojJMHxtcschw	beatsbyhand	Gypsy Woman (She's Homeless)	2022	day	Deep House	Stay True Sounds	0.833	0.417	2	-8.016	0	0.0803	0.0089	0.284	0.0663	0.273	119.01	471623	-1
spotify:track:6zCctM3ICUW0eTBhYqpJEU	Belocca	Budapest Underground	2019	day	Techno (Peak Time / Driving)	Mainground Music	0.797	0.707	10	-10.21	0	0.0801	0.00376	0.896	0.0568	0.0588	127.999	408592	37
spotify:track:5HBauxmGtAMYU7x8Y4t7iM	Belocca	Flower Of Life	2021	day	Techno (Peak Time / Driving)	Mainground Music	0.666	0.891	8	-6.697	1	0.0397	0.016	0.921	0.135	0.0716	128.006	408923	34
spotify:track:2b6Qg13iooGb1LnBFwrtcH	Ben Böhmer	After Earth	2018	day	Progressive House	Anjunadeep	0.713	0.506	5	-11.252	1	0.0435	0.0288	0.882	0.123	0.185	123.033	457302	-1
spotify:track:7ocpmlXkxJVGtPLLFQhMGP	Ben Böhmer	Autumn	2016	day	Deep House	Ton Töpferei	0.725	0.564	0	-9.52	1	0.0542	0.0713	0.879	0.0829	0.232	118.004	458136	13
spotify:track:0SbDNXZYqfsMarINcb72X5	Ben Böhmer	Beyond Beliefs	2021	day	Melodic House & Techno	Anjunadeep	0.652	0.602	1	-13.98	1	0.0338	0.709	0.942	0.186	0.0399	124.012	313587	22
spotify:track:5GOcfMVwFispI9sJHs6gdm	Ben Böhmer	Dissensions	2017	day	Deep House	Freundchen	0.808	0.619	6	-8.303	0	0.0586	0.00278	0.841	0.103	0.23	124.006	443468	31
spotify:track:2BMq5cGgtWKKxCDolwpx78	Ben Böhmer	Dysphorie	2018	day	Deep House	Freundchen	0.836	0.479	9	-11.766	1	0.111	0.048	0.859	0.0694	0.294	123.015	445308	31
spotify:track:0ESNxorKovvlnBd2NgdgQt	Ben Böhmer	Fade to Blue	2021	day	Melodic House & Techno	Anjunadeep	0.588	0.557	7	-11.516	1	0.037	0.181	0.934	0.0895	0.65	121.995	288600	-1
spotify:track:4WC8fxC86YoRCDO9P5sAte	Ben Böhmer	Fliederregen	2019	day	Melodic House & Techno	This Never Happened	0.672	0.336	5	-9.384	0	0.0348	0.0121	0.851	0.14	0.311	120.994	265868	-1
spotify:track:1HAwhsOdb52Q7cxIugr9md	Ben Böhmer	Ground Control	2018	day	Melodic House & Techno	Anjunadeep	0.623	0.739	10	-10.643	0	0.0358	0.000734	0.576	0.108	0.0666	125.0	404484	30
spotify:track:3E0catUU8PXnYOx7c39dkq	Ben Böhmer	In Memoriam	2019	day	Melodic House & Techno	Anjunadeep	0.467	0.45	7	-13.527	1	0.0391	0.143	0.887	0.125	0.0579	124.025	389421	-1
spotify:track:6wJmUadGoqw3gS9b9HUL0Y	Ben Böhmer	Maelstrom (Extended Mix)	2021	day	Melodic House & Techno	Anjunadeep	0.704	0.423	5	-10.796	1	0.0609	0.0678	0.556	0.234	0.26	123.008	424722	-1
spotify:track:2lEujQjmVxsqZc0VzSpUHd	Ben Böhmer	Promise You	2016	day	Deep House	Ton Töpferei	0.688	0.714	4	-9.819	0	0.041	0.0538	0.867	0.0943	0.121	124.028	530610	29
spotify:track:36o0TJgk0pikNQcrkQ3tKN	Ben Böhmer	Soulline	2016	day	Deep House	Ton Töpferei	0.728	0.621	11	-11.027	0	0.0513	0.000365	0.856	0.0281	0.105	123.024	441951	31
spotify:track:62v8TxB9mWRjRcZhwpHweg	Ben Böhmer	Submission	2016	day	Tech House	Sacrebleu	0.729	0.78	11	-9.06	1	0.0401	0.0298	0.809	0.0885	0.0506	123.004	449024	35
spotify:track:1YH044L7flGyNT7lUT1KV5	Ben Böhmer	Wall Of Strings	2019	day	Melodic House & Techno	Anjunadeep	0.677	0.605	7	-9.813	1	0.0368	0.00857	0.911	0.16	0.147	125.018	254306	-1
spotify:track:5O9UBe3hzpnnWkBOBkB7vJ	Ben Böhmer	Rye (Extended Mix)	2019	day	Melodic House & Techno	Anjunadeep	0.707	0.655	9	-8.393	1	0.0372	0.000902	0.897	0.109	0.26	123.008	380746	31
spotify:track:04cuLZpewmB1yqkujHOyKB	Ben Böhmer	Sonnenallee (Extended Mix)	2018	day	Progressive House	Anjunadeep	0.761	0.801	2	-9.443	1	0.0379	0.171	0.874	0.101	0.0665	125.015	401885	-1
spotify:track:7dRoKrWenRRyhCbSicZwoA	Ben Böhmer	Decade	2019	day	Melodic House & Techno	Anjunadeep	0.549	0.588	6	-9.781	1	0.0362	0.102	0.122	0.157	0.14	120.994	229152	-1
spotify:track:1npyG0ZAIDCHP0JHxBs686	Ben Böhmer	Hunting (Extended Mix)	2019	day	Melodic House & Techno	Anjunadeep	0.571	0.493	0	-10.556	1	0.0336	0.0457	0.682	0.176	0.0771	118.0	367851	19
spotify:track:7G9mYPbV7CvPhsQGGgV8Yk	Ben Böhmer	Mondfinsternis (Kalipo Remix)	2018	day	Deep House	KELLER	0.561	0.698	2	-12.09	1	0.0328	0.0182	0.00194	0.133	0.388	123.013	391000	-1
spotify:track:22QG2saDLvgToHzeOZPm20	Ben Böhmer	Erase	2021	day	Melodic House & Techno	Anjunadeep	0.279	0.542	1	-11.962	1	0.0494	0.47	0.601	0.0888	0.163	123.846	253240	22
spotify:track:4rsIIQqoGT4DWZCI5jMMYO	Ben Böhmer	Black Hole (Extended Mix)	2019	day	Melodic House & Techno	Anjunadeep	0.622	0.526	9	-10.869	1	0.0368	0.0586	0.428	0.227	0.258	121.989	351171	-1
spotify:track:0NQKRXXb3wcpYsdmZ7jZiI	Ben Böhmer	Black Hole (Gui Boratto Extended Rework)	2020	day	Melodic House & Techno	Armada Electronic Elements	0.794	0.402	11	-12.04	0	0.0438	0.314	0.37	0.147	0.102	122.004	443438	-1
spotify:track:6MGHGQM0w2IVce8YD1ZuJb	Ben Böhmer	Weightless	2021	day	Melodic House & Techno	Future Classic	0.501	0.684	5	-10.04	0	0.0382	0.0126	0.928	0.226	0.0458	121.977	263481	-1
spotify:track:0OOT6JmtkcYidsuQ9Fh54i	Ben Böhmer	Weightless (jamesjamesjames Remix)	2021	day	Melodic House & Techno	Future Classic	0.688	0.814	6	-7.252	0	0.0419	0.43	0.581	0.399	0.0961	127.99	249780	22
spotify:track:4rERaNiKlILD603GJvdEvm	Ben Böhmer	Cappadocia	2020	day	Melodic House & Techno	Cercle Records	0.349	0.685	8	-9.281	1	0.0421	0.0037	0.893	0.122	0.277	123.025	282064	-1
spotify:track:1ymNdlImZTLi0daR1MFWuU	Ben Böhmer	In Memoriam (Tim Green Extended Mix)	2020	day	Melodic House & Techno	Anjunadeep	0.759	0.746	2	-7.466	1	0.034	0.00195	0.881	0.187	0.217	122.002	486848	24
spotify:track:5Jj8MhAKgiaCEoRMVvwnsH	Ben Böhmer	Cloud 21	2019	day	Melodic House & Techno	Armada Music Albums	0.747	0.519	8	-10.177	0	0.0426	0.0109	0.901	0.11	0.244	120.015	213348	-1
spotify:track:7MaeDTjnd8zh4Dx0XpZmUQ	Ben Böhmer	Run Away (Extended Mix)	2021	day	Melodic House & Techno	Anjunadeep	0.58	0.788	5	-8.61	1	0.0498	0.0622	0.567	0.441	0.0757	121.971	353750	18
spotify:track:2uGQkxOM9Dx887gUPSTS6a	Ben Böhmer	Korona	2018	day	Deep House	Ton Töpferei	0.687	0.509	10	-12.8	0	0.0439	4.8e-05	0.805	0.1	0.344	123.016	386472	31
spotify:track:4oajZgImAgSECrFQGLZwQu	Ben Böhmer	Velvet Rebellion	2018	day	Deep House	Anjunadeep	0.805	0.715	11	-7.622	1	0.0564	0.00104	0.779	0.114	0.0915	121.032	460996	35
spotify:track:6zH9zUsTbULq81JycEGyj8	Ben Böhmer	Voyager 1	2019	day	Melodic House & Techno	Anjunadeep	0.526	0.68	7	-10.85	1	0.0339	5.07e-05	0.506	0.167	0.175	121.0	279895	-1
spotify:track:6G0mR7TmmHf5Tqi9CNZik3	Ben Böhmer	Reflection	2019	day	Melodic House & Techno	This Never Happened	0.756	0.517	1	-8.923	1	0.0355	0.000429	0.697	0.12	0.333	123.005	300860	13
spotify:track:6ni8LgGrHDC9XChGrDwFJi	Ben Böhmer	Give Me	2017	day	Deep House	Freundchen	0.758	0.539	4	-9.92	0	0.0589	0.18	0.911	0.0914	0.076	120.0	512500	-1
spotify:track:6psNlUfxZBimZ2yAwEAtrD	Ben Gold	I'm In A State Of Trance (2023 Edit)	2023	day	Trance (Main Floor)	A State of Trance	0.506	0.928	6	-6.272	0	0.045	0.00454	0.919	0.114	0.487	135.027	190250	-1
spotify:track:5yYuyFxwGx0YiAbm8iidbO	Ben Gold	I'm In A State Of Trance (ASOT 750 Anthem)	2023	day	Trance (Main Floor)	A State of Trance	0.497	0.973	9	-4.296	1	0.054	0.0414	0.948	0.568	0.133	134.975	223111	-1
spotify:track:3FOVlKA27vbAj8OWb8ukiY	Ben Gold	Ultrasonic (Maarten de Jong Remix)	2023	day	Trance (Main Floor)	Armada Captivating	0.452	0.946	10	-4.02	0	0.0349	0.000221	0.925	0.356	0.461	140.011	161170	17
spotify:track:3emOk5gc2DrFBDgC8ZnfcQ	Ben Kim	Somebody To Love (Club Mix)	2021	day	Tech House	REALM Records	0.766	0.797	11	-6.836	0	0.0357	0.00152	0.69	0.12	0.884	128.01	188438	-1
spotify:track:4gJMsAYnnwNBsrhqjLWbWi	Ben Kim	Somebody To Love (Gorgon City Remix)	2022	day	Melodic House & Techno	REALM Records	0.691	0.849	1	-8.735	0	0.0456	0.0453	0.49	0.106	0.0345	123.978	282461	26
spotify:track:7p6oXzBSPAXXz8Xb8gBPki	Ben Klock	Subzero (Original Mix)	2009	day	Techno (Peak Time / Driving)	NRK	0.793	0.608	6	-11.638	0	0.0673	0.588	0.861	0.0991	0.118	124.988	383972	22
spotify:track:3d6fGIxQIPSbFQMtBDbq0a	Ben Malone	Seasons (Extended Mix)	2021	day	Melodic House & Techno	Armada Electronic Elements	0.689	0.696	4	-9.117	0	0.0498	0.0137	0.94	0.0339	0.283	124.987	372777	-1
spotify:track:6pZAfsbTV6bOYYUzcmCARn	Benno Blome	Spherical Aberration (Jiggler Remix)	2018	day	Deep House	Bar 25 Music	0.732	0.862	1	-11.2	1	0.048	0.00241	0.697	0.165	0.599	121.991	385629	-1
spotify:track:0WfOuXw05LJq4ik1lVvTzi	Bicep	Apricots	2021	day	Electronica	Ninja Tune	0.819	0.599	11	-6.778	1	0.039	0.347	0.824	0.083	0.489	127.986	246507	-1
spotify:track:664jBL8NgKFYdiMK9bnCcz	Bicep	Atlas	2020	day	Electronica	Ninja Tune	0.539	0.844	3	-4.848	0	0.032	0.0926	0.943	0.212	0.127	129.006	352946	32
spotify:track:1YRmwmoN3oBezY2ND8jhyH	Bicep	Aura	2017	day	Electronica	Ninja Tune	0.589	0.897	1	-5.96	1	0.027	0.0553	0.229	0.105	0.399	123.017	316602	-1
spotify:track:2aJDlirz6v2a4HREki98cP	Bicep	Glue	2017	day	Electronica	Ninja Tune	0.853	0.798	4	-7.995	0	0.068	0.0158	0.948	0.0967	0.42	129.983	269150	-1
spotify:track:7MHjC4y8tMWDV1xA3CpqzX	Bicep	Just	2015	day	Electronica	Aus Music	0.793	0.853	7	-6.303	1	0.0599	0.000108	0.664	0.032	0.62	120.002	372555	7
spotify:track:2iInQB9D17iZT1oFoixurT	Bicep	Metro	2017	day	Electronica	Ninja Tune	0.737	0.911	5	-5.903	0	0.0468	0.000116	0.906	0.564	0.211	117.987	300809	2
spotify:track:5b8yttQjXgh03MjFQDxO1c	Bicep	Opal	2017	day	Deep House	Ninja Tune	0.847	0.5	9	-10.185	0	0.113	0.02	0.632	0.148	0.64	130.155	271002	31
spotify:track:3gA3UvnTI1r7p37pCWQrLM	Bicep	Orca	2017	day	Techno (Peak Time / Driving)	Ninja Tune	0.676	0.917	7	-7.048	1	0.0437	0.134	0.823	0.102	0.126	122.96	273532	16
spotify:track:1uhGW4jUw12CdZCnXBKanD	Bicep	Rain	2017	day	Deep House	Ninja Tune	0.505	0.904	10	-4.849	0	0.0781	0.0494	0.854	0.072	0.237	123.023	351252	34
spotify:track:2TpPnvQPkXRaY1q7kVbeJ4	Bicep	Vale	2017	day	Electronica	Ninja Tune	0.566	0.576	5	-7.775	0	0.058	0.323	0.783	0.0843	0.155	127.996	297380	-1
spotify:track:3VtTuQ6lypMoOBcm6VMzdh	Bicep	Opal (Four Tet Remix)	2018	day	Deep House	Ninja Tune	0.826	0.72	9	-9.582	0	0.119	0.103	0.773	0.11	0.287	127.011	494257	37
spotify:track:4n5wWTTgnLtb8nVwPWVzgx	Bicep	Dahlia	2015	day	Deep House	Feel My Bicep	0.72	0.764	9	-7.475	0	0.0628	0.00747	0.48	0.0934	0.346	122.999	470282	-1
spotify:track:5ntf4sjrfteE8gNVYxoatV	Bigfett	Everything Is Energy	2022	day	Melodic House & Techno	Running Clouds	0.719	0.989	7	-6.513	1	0.0437	0.000529	0.849	0.0847	0.0326	123.984	349026	34
spotify:track:3SYD63ad3pRG3SMN21NRDr	Binaryh	Black Widow	2021	day	Melodic House & Techno	Click Records	0.77	0.656	7	-9.204	1	0.0807	0.0343	0.863	0.0816	0.0621	123.996	428852	37
spotify:track:6xK0KpDxwydt3EK7xT9IQU	Biscits	Back to Church (Edit)	2018	day	Dance / Electro Pop	Eton Messy Records	0.775	0.848	6	-7.956	0	0.0538	0.0105	0.116	0.16	0.491	124.034	236000	-1
spotify:track:15wfVCTKuPvBLtYakoBntp	Biscits	Sundown	2020	day	Tech House	SOLOTOKO	0.774	0.886	1	-7.569	1	0.0501	0.0306	0.129	0.0252	0.868	125.012	211448	11
spotify:track:0JOKsHHDXCtnGYZdfsV0go	Biscits	Speakerphone	2019	day	Tech House	Club Sweat	0.827	0.807	1	-5.946	1	0.0585	0.011	0.166	0.122	0.782	123.963	187616	11
spotify:track:2E0t7djrv8zrshK7hHjs9R	Bjarki	I Wanna Go Bang	2015	day	Techno (Raw / Deep / Hypnotic)	Trip Recordings	0.797	0.693	2	-7.95	1	0.0596	0.000976	0.927	0.106	0.109	130.014	295915	-1
spotify:track:5HoVd9a4C9Lu5xvkJ2iWXU	Black Coffee	Buya	2016	day	Afro House	Get Physical Music	0.84	0.651	10	-11.526	0	0.0638	0.00793	0.36	0.0926	0.29	124.992	515011	31
spotify:track:30zadVexkV6pkLCt2x0YAB	Black Coffee	Buya (Da Capo Remix)	2016	day	Deep House	Get Physical Music	0.851	0.734	8	-9.556	0	0.0558	0.00171	0.601	0.0358	0.496	124.986	464183	31
spotify:track:0kgH592n0YqyJg32lKME7R	Black Traffic	Psilocybin	2019	day	Techno (Peak Time / Driving)	SleepLess	0.749	0.828	1	-8.51	1	0.17	0.0557	0.205	0.41	0.46	127.999	399352	1
spotify:track:0CpZieRy9blYHWBwPaS0Tz	BlackGummy	Edifice	2017	day	Techno (Peak Time / Driving)	mau5trap	0.876	0.275	1	-13.448	1	0.123	0.258	0.922	0.242	0.262	127.996	315000	19
spotify:track:0D1t4vVSgrZ07iZDwJTOu4	Blaze	Most Precious Love (Martin Solveig Re-Edit)	2013	day	House	Nite Grooves	0.872	0.722	5	-8.619	1	0.0475	0.00867	0.938	0.0678	0.74	124.964	481691	9
spotify:track:1E1XcSAS6wCOWxcZNrrhns	Blonde	All Cried Out (feat. Alex Newell) (Oliver Nelson Remix)	2015	day	House	FFRR	0.681	0.932	0	-2.368	0	0.0492	0.088	0.0138	0.09	0.628	116.026	326897	11
spotify:track:5B4gUqNKYgU38ULSWP5Bzj	BLOND:ISH	Sete	2022	day	House	Insomniac Records	0.736	0.827	6	-3.902	0	0.0643	0.0199	0.00828	0.351	0.814	125.008	209760	4
spotify:track:62fX7oJFfJp4g1b3LShSqf	BLOND:ISH	Voices Above	2022	day	Afro House	Abracadabra Music	0.716	0.944	3	-7.033	1	0.0393	0.00299	0.863	0.123	0.281	121.982	190943	-1
spotify:track:225nNqw1eYzn4nGeyQlOVv	BLOND:ISH	Wizard of Love (Original Mix)	2014	day	Deep House	Rebirth	0.763	0.481	4	-9.483	0	0.0536	0.0183	0.7	0.0797	0.506	120.005	608287	31
spotify:track:7cC76aorQoYQZnvLQFAGrw	BLOND:ISH	Wizard of Love (Modular Project Remix)	2017	day	Deep House	Rebirth	0.806	0.701	2	-9.361	1	0.0466	0.0372	0.835	0.0807	0.0902	119.988	407951	13
spotify:track:2Jw60ZUSk0DZ9pFLO6kOBA	BLR	Without You (feat. Lydia Lyon) (Extended)	2021	day	Dance / Electro Pop	FRCST RCRDS	0.724	0.615	9	-10.506	0	0.0732	0.0189	0.811	0.105	0.0384	123.991	301935	31
spotify:track:0O9lYQ8kkXVcZVZYaZhAYD	BLR	Lipstick (GUZ Remix)	2023	day	Tech House	Experts Only	0.782	0.967	11	-6.646	0	0.055	0.00207	0.863	0.0843	0.818	131.0	208740	7
